x,y,doc_top_reduced_20,doc_top_reduced_19,doc_top_reduced_18,doc_top_reduced_17,doc_top_reduced_16,doc_top_reduced_15,doc_top_reduced_14,doc_top_reduced_13,doc_top_reduced_12,doc_top_reduced_11,doc_top_reduced_10,doc_top_reduced_9,doc_top_reduced_8,doc_top_reduced_7,doc_top_reduced_6,doc_top_reduced_5,doc_top_reduced_4,doc_top_reduced_3,doc_top_reduced_2
9.253661,7.5132346,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
7.5825295,-1.6311653,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
8.461535,7.3985333,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
9.070569,7.0070395,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
8.506688,7.2542005,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.601435,6.9138746,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.3798065,7.016791,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,1,1,1
8.365184,7.175823,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,1,1
4.00412,6.8006663,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
8.345047,6.49735,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.458536,5.646266,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,2,2,2,0
9.155211,6.8932505,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.30541,7.4833193,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.047343,7.8338294,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.038877,7.7421722,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.261461,7.147332,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,1,0,1
9.0921,7.6721563,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.381993,5.8274107,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,2,2,2,0
9.261456,7.4390798,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.465769,5.6093755,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.512802,5.758335,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.742202,5.4753885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.984651,6.411572,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.76843,5.685678,18,2,2,8,7,6,8,8,8,8,7,4,4,4,4,4,0,0,0
8.304188,5.6120677,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.067584,6.7843375,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.923051,6.461304,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.703405,6.6976485,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.421491,5.9432073,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.953586,7.7415514,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.05204,6.801999,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.926809,6.4417315,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.393485,6.051899,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.239022,6.962647,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.911256,6.442468,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.398329,6.861044,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
4.2341156,6.646106,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
8.595624,5.4632125,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,2,0
8.470816,6.94301,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.072047,6.834502,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.289107,7.6164927,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.469239,5.8876853,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.016616,6.757522,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.29168,7.58283,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.43335,7.7889013,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,1,1
8.408175,6.9546013,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.183992,7.605832,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,1,1,1
9.008269,6.596136,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.010107,6.7098427,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
8.58564,7.997854,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
9.216538,7.565787,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,0,1
8.577508,7.964666,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
8.452024,5.840803,16,15,16,15,14,6,8,8,8,8,7,5,5,5,5,2,2,2,0
8.357708,5.8986764,16,15,16,15,14,2,3,3,4,4,3,5,5,5,5,2,2,2,0
8.884767,6.4677434,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.949909,6.455867,6,7,8,8,7,6,8,8,8,8,9,5,5,5,5,0,0,0,0
8.970209,6.463998,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.178637,7.1614823,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,4,0,0,0
8.971451,7.882378,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.912759,6.4383903,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.3191185,5.9145517,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.109415,6.7228584,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.29135,7.503305,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.557047,5.949672,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.477256,5.7155447,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.464565,5.946728,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,2,0
8.87414,6.497574,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.248452,6.3582997,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.468177,7.993378,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.963597,6.390324,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.891204,6.6858606,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.97477,6.3815036,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.766714,7.74168,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.828912,7.6826982,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.5931835,7.911354,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.360521,7.645563,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.422572,7.7962375,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.448507,7.7431674,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.597822,7.87845,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.9683,7.204847,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,2,2,2,0
9.11729,6.809696,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.476812,6.0772867,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.2381,7.228275,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.577845,5.0904417,6,7,8,8,7,6,8,8,8,8,7,6,6,6,0,0,0,0,0
9.244117,3.8816683,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,2,2,2,0
8.011665,6.8361664,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.321935,7.740055,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.243301,7.6540966,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
4.472051,7.128577,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.8754137,6.534627,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.5962563,8.129899,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.52565,7.6562486,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.8562071,6.45086,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
10.060541,-2.293069,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4.8970213,2.6101272,18,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
8.123795,0.57859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.942134,2.0207484,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
14.032843,2.0642805,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
7.147138,-0.65856594,6,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
7.0145,-0.56738365,8,9,11,11,10,10,10,10,10,9,8,7,7,2,0,0,2,2,0
7.1365466,-0.7213532,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.146058,-0.73483986,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.1274085,-0.698505,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.156095,-0.6751657,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
9.8456,-2.6319976,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.835955,-2.6094668,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.915405,6.207752,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.846126,3.0299182,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
7.5537047,2.6636593,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
13.927834,-0.60943025,12,12,14,6,6,7,6,5,6,5,4,4,4,4,4,4,0,0,0
4.1095505,6.9654694,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.9524953,6.737241,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.6562696,0.13496754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.65905,4.131576,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.58036,6.7116504,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
8.642157,7.5065193,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
9.848556,-2.4018245,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7244682,1.272444,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
8.453409,5.13501,6,7,8,8,7,6,8,8,8,8,7,4,4,4,0,0,0,0,0
9.974484,2.2488015,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1470995,6.112832,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
12.521252,0.24375173,10,10,12,12,12,11,11,11,11,10,9,5,5,5,5,0,0,0,0
9.5369835,-1.2349741,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.219788,7.06666,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
4.5576587,7.5661287,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
12.628313,2.185098,15,16,3,3,3,4,2,7,7,7,6,8,1,1,1,1,1,1,1
3.844545,6.4754252,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.0972624,6.481149,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.095555,6.7829785,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.079669,6.121558,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
4.0715694,6.6839304,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.9863856,6.2910438,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.2565703,6.310008,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.5618057,8.054163,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.487161,6.647121,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.778188,5.910604,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
4.083796,6.5702734,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.838393,6.801472,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.4391694,8.18226,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.6717086,5.9853377,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
3.990089,6.3359666,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.1243076,6.5121217,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.1579494,6.4558525,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
8.614333,8.07684,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.15704,7.6001015,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.246855,7.7399945,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.525925,8.013569,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.443141,7.9029493,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.309799,7.6833453,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.550436,7.7321115,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.191644,7.7387776,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,1,1
8.119261,0.065973334,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
4.5604343,8.267813,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.3014045,0.26188594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5.477607,-0.23881474,0,0,0,0,15,14,6,5,6,5,0,0,0,0,0,0,0,0,0
9.379594,7.7587767,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.463448,5.962143,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.224422,6.9007535,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
13.897238,-1.2505538,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
8.354817,7.1042967,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
12.755652,1.8721746,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.980104,-1.0211251,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
10.214241,-2.2116423,14,14,15,14,8,9,2,9,9,10,9,1,1,1,1,1,1,1,1
6.9259253,3.273407,12,12,14,8,7,6,8,8,8,8,7,4,4,4,4,0,0,0,0
12.1942835,1.8507116,17,17,17,16,15,14,2,7,7,7,6,8,1,1,1,1,1,1,1
5.071745,0.075914554,9,8,10,6,11,7,6,5,6,5,0,0,0,0,0,0,0,0,0
8.8680935,5.9073277,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.018306,6.7449903,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
10.190097,2.666929,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9148664,5.6285305,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
7.6314163,-2.8531508,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
10.582903,0.28306857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.479242,2.298309,18,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
6.541418,-2.059266,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,2,0
8.4257,0.71383834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.243068,-2.1247373,10,10,12,12,12,11,11,11,11,6,5,6,6,6,2,2,2,0,0
11.16327,3.9493468,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
12.515092,2.04354,15,16,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
5.629597,3.4330337,10,10,12,12,12,11,11,11,11,10,9,5,5,5,5,0,0,0,0
6.419938,-2.2193968,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
4.613161,8.247831,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
14.57181,-2.3990588,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
4.8041444,2.3026614,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.174681,3.4644434,10,10,12,12,12,11,11,11,11,2,2,2,2,3,3,3,3,0,0
9.1421175,6.676344,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.1215105,6.89062,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
4.9909196,4.737118,18,8,10,10,11,12,12,12,2,0,2,2,2,3,3,3,3,0,0
9.667742,-2.0551274,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.842375,2.81226,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
11.66347,6.067663,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
8.613905,-0.4162018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.14243,2.7518504,5,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
8.672518,0.37727973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.036599,3.0817063,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
9.635516,-2.2350142,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.017435,-2.8982863,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
7.2534304,-1.180078,7,6,6,6,6,7,6,5,6,5,5,6,6,6,1,1,1,1,1
10.870118,-1.0151083,6,7,8,8,7,6,8,8,8,8,7,4,4,4,4,0,0,0,0
4.5677733,5.5778337,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
8.148073,3.2933357,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
11.924893,-1.2780195,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
5.798555,0.23950519,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,2,2,2,0
10.991207,-0.996401,11,11,9,9,9,8,7,7,7,7,6,8,4,4,4,4,0,1,1
11.409941,5.659551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.708985,-2.7763464,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
13.882305,-1.2808923,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
10.925207,0.8457319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.406812,5.680412,13,13,13,13,13,13,13,0,0,0,7,0,0,0,0,0,0,0,0
9.102283,-0.04048997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
6.225097,1.1236744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.640255,2.2779138,18,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
5.2849603,0.30822688,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,2,2,0
9.5786295,4.623691,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
10.975612,-1.0145769,11,11,9,9,9,8,7,7,7,7,6,8,4,4,4,4,0,0,0
11.445524,5.6554656,13,13,13,13,13,13,13,0,0,0,0,0,0,1,0,1,1,1,1
5.652597,-0.2654531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.155614,-2.5129375,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,2,0
5.482547,1.0544066,10,10,12,12,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0
8.326717,3.9737053,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
12.452217,-1.4432049,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
5.9730043,-0.29827675,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.724962,3.824241,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,2,2,2,1
12.5795765,-1.3882821,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
13.713563,-1.3331944,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
9.606993,-2.1834567,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.920863,3.8024478,15,16,4,5,4,4,3,3,4,4,3,3,3,2,2,2,2,2,1
11.882986,3.7922688,15,16,4,5,4,4,3,3,4,4,3,3,3,2,2,2,2,2,1
4.810173,4.7345095,18,13,13,13,13,13,13,7,7,7,6,8,1,1,1,1,1,1,1
5.0574136,5.3659225,9,8,10,10,11,12,12,12,5,6,5,6,6,6,3,3,3,0,0
10.187077,0.51553935,17,17,17,16,15,14,6,5,6,5,0,0,0,0,0,0,0,1,1
10.00196,-2.1761389,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.536202,1.1154988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.80809,-5.3906493,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
4.634296,8.221951,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.9654,7.35106,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
12.395015,-1.2455701,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.766292,-1.7887652,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
4.996062,5.231612,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
9.072486,7.297525,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
4.184484,4.143074,18,10,12,12,12,11,11,11,11,7,6,8,0,0,0,0,0,0,0
8.346641,7.822324,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
8.957809,4.807887,6,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
8.653976,6.993496,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
9.359245,2.1301157,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
9.760651,-2.3163426,14,14,15,14,5,5,5,6,5,6,5,6,6,6,0,0,2,2,0
10.288863,-2.1044507,14,14,15,14,0,0,0,0,0,5,9,5,5,5,5,0,0,1,1
8.038625,0.85152614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.077254,0.89981407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5506196,4.9815664,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.3586855,6.8676405,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.7964327,7.8150706,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.6336873,6.2835636,1,1,1,2,2,3,4,4,9,10,9,2,2,3,3,3,3,0,0
8.877157,5.4560723,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
7.8753667,-2.9949756,6,7,8,8,7,6,8,8,8,8,7,7,7,6,0,0,0,0,0
7.9274874,-2.953331,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.351872,4.557119,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,1,1,1,1
7.916587,-2.9591587,6,7,8,8,5,5,5,6,8,6,5,6,6,6,0,0,0,0,0
10.856145,-1.1435896,14,14,15,14,4,0,0,0,0,7,6,8,7,0,0,0,0,0,0
3.7430446,7.686554,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.6848521,6.1754913,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
9.493725,4.117302,6,7,8,8,7,6,8,8,8,8,7,8,5,5,5,0,1,1,1
7.9350367,-0.80562997,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
8.534995,7.6991215,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
14.66917,-2.5237617,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,2,2,0
9.957513,3.9110527,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
4.0918174,7.420627,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.2936153,4.0154843,10,10,12,12,12,11,11,11,11,10,9,1,1,1,1,1,1,1,1
8.240689,6.492621,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.340102,7.0266647,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
11.454975,5.549587,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
4.3891935,7.3417635,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.360978,3.963214,4,4,7,7,8,9,9,9,11,10,9,5,5,5,5,2,2,2,0
4.165287,4.188521,18,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
4.1890817,4.1615076,18,10,12,12,12,11,11,11,11,7,6,8,1,1,1,1,1,1,1
3.9123485,6.4601445,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.614386,3.8054492,5,5,4,5,4,11,11,11,11,4,3,3,3,2,2,2,2,2,1
4.2487383,4.1034784,18,10,12,12,12,11,11,11,11,10,9,5,5,5,5,0,1,0,0
8.617977,2.1653557,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
9.946794,3.3075929,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,1,1,1
5.9382133,3.136442,10,10,12,12,12,11,11,11,11,0,7,0,0,0,0,0,0,0,0
7.217374,-2.16688,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
