x,y,doc_top_reduced_20,doc_top_reduced_19,doc_top_reduced_18,doc_top_reduced_17,doc_top_reduced_16,doc_top_reduced_15,doc_top_reduced_14,doc_top_reduced_13,doc_top_reduced_12,doc_top_reduced_11,doc_top_reduced_10,doc_top_reduced_9,doc_top_reduced_8,doc_top_reduced_7,doc_top_reduced_6,doc_top_reduced_5,doc_top_reduced_4,doc_top_reduced_3,doc_top_reduced_2
3.776936,7.0024357,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.9362378,7.358266,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.9961312,7.09055,1,1,1,2,2,3,4,4,9,10,9,2,2,3,3,3,3,0,0
4.3827395,7.850539,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
10.185992,4.915,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,1
8.146606,6.8436146,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.289399,6.8240333,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.434572,7.224219,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,3,0,0
4.3382573,7.557607,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.0486197,7.303969,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.4245005,7.53435,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
8.576083,5.5777373,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.265406,6.337803,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.131902,6.4782066,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
8.233806,6.709956,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,3,0,0
8.3163805,6.393778,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
4.3761115,7.381751,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
14.76201,-1.8944964,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.888083,-2.0177567,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.520947,-1.3994008,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
15.154067,-2.0866454,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
15.041805,-1.7308695,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
13.323983,-0.84302896,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
7.5583835,-1.251598,3,3,5,4,5,5,5,6,5,0,5,6,6,0,0,0,0,0,0
4.500946,6.602528,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
13.545165,-2.1065116,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.668914,3.5565374,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.106402,3.2901318,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.800789,3.4669187,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
8.670878,6.016634,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.233216,-1.3572912,14,14,15,14,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
9.221359,-1.3493861,14,14,15,14,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
7.47754,2.4140906,8,9,11,11,10,10,10,10,10,9,8,7,7,2,2,2,2,2,0
11.452478,3.5646422,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
13.794893,3.1874053,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
5.8001328,6.694779,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,1
9.275183,4.972213,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,1,1
9.594214,5.0357556,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
14.688005,3.1990278,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
9.265641,2.04717,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
10.806972,4.6044555,3,3,5,4,5,5,5,6,5,6,5,6,6,6,1,1,1,1,1
12.2483015,6.379409,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
9.135505,7.2737427,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
14.04023,1.9917792,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
7.4295254,2.4285276,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
8.704739,-0.13632362,6,7,8,8,7,6,8,8,8,8,7,0,0,0,0,0,0,0,0
5.162555,5.68132,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,2,0
5.259273,6.649204,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
12.259091,6.3189735,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
15.1137905,3.1920753,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
15.1046505,3.2104828,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
10.912926,3.6602268,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
7.074126,-2.9186149,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
13.6102,4.897592,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
5.9373245,5.839084,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
9.1405525,1.0720797,17,17,17,16,15,14,6,5,6,0,0,0,0,0,0,0,0,0,0
8.617196,7.7728734,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,1,1,1,1
14.05261,3.446531,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.93755,5.0437646,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
8.502544,0.6737541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.92039,-0.49948895,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
7.2033415,-0.019737404,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
6.60576,1.8580189,8,9,11,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
7.0543556,-0.51185644,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
8.356863,-2.0017033,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
12.156442,-1.4408562,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
8.3983555,-2.067416,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
7.113634,-1.0109308,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.1167006,-1.0067879,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
11.979595,-1.3707454,2,2,2,16,15,14,1,2,3,3,4,4,4,4,4,4,0,0,1
6.99062,-0.5969603,8,9,11,11,10,10,10,10,10,9,8,7,7,6,0,0,0,2,0
9.906544,-2.5089931,14,14,15,14,7,6,8,8,8,8,7,0,0,0,0,0,0,0,0
7.0420537,-0.24110854,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
11.491436,-1.0693424,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
6.8313,-0.5540831,8,9,11,11,10,10,10,10,10,9,8,7,7,2,2,0,2,2,0
10.37885,1.3963317,6,7,8,8,7,6,8,8,8,8,7,0,0,0,0,0,0,0,0
6.862312,-0.47226223,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
7.0573545,-0.52116853,6,7,8,8,7,6,8,8,8,8,7,7,7,6,0,0,0,0,0
6.998331,0.3785382,8,9,11,11,10,10,10,10,10,9,8,7,7,3,3,3,3,0,0
6.610172,2.0112734,8,9,11,11,10,10,10,10,10,9,8,7,7,0,4,0,0,0,0
6.559054,2.132457,7,6,6,6,6,7,6,5,6,0,0,0,0,0,0,0,0,0,0
7.039027,0.38681644,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.1201353,-0.7057104,8,9,11,11,10,10,10,10,10,9,8,7,7,5,5,0,0,0,0
6.9519997,0.8344709,8,9,11,11,10,10,10,10,10,9,8,7,7,2,2,2,2,2,0
6.809612,-0.5288678,3,3,5,4,5,5,5,6,5,6,5,6,6,6,5,0,0,0,0
8.670196,6.743367,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,3,3,0,0
7.1634145,-0.15976763,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.0742917,-0.05474844,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.083706,0.15760724,7,6,6,6,6,7,6,5,6,5,8,7,7,0,0,0,0,0,0
7.2295785,-0.030445483,6,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
8.166963,-1.7495799,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
4.7845197,7.20779,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
7.211391,1.055526,8,9,11,11,10,10,10,10,10,9,8,7,7,2,2,2,2,2,0
6.4378276,2.0138617,1,1,1,2,2,3,4,4,2,0,0,0,0,0,0,0,0,0,0
11.989468,-1.377183,2,2,2,8,7,6,8,8,8,8,7,4,4,4,4,0,0,0,0
6.9230933,-0.14963458,8,9,11,11,10,10,10,10,10,9,8,7,7,5,5,0,0,0,0
9.858661,-2.047108,14,14,15,14,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
7.04338,-0.037688017,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.07405,-0.17711443,8,9,11,11,10,10,10,10,10,9,8,7,7,5,5,0,0,0,0
13.171653,4.0545425,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
11.974752,-1.3548113,17,17,17,16,15,14,7,7,7,7,6,8,1,1,1,1,1,1,1
8.429438,-2.0775452,6,7,8,8,7,6,8,8,8,8,7,7,7,0,2,0,2,2,0
10.176233,-1.2207372,6,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
9.641945,3.294508,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
10.267585,1.7777048,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
10.790713,-1.0111604,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
7.4273386,-0.61537015,6,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
15.433244,4.1463237,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
10.4395075,-1.0142885,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
14.623114,3.2662554,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
11.527275,4.0419064,15,16,4,5,4,5,5,6,5,6,5,6,6,6,0,0,0,0,0
12.623822,4.091588,15,16,13,13,13,8,2,1,1,1,1,1,1,1,1,1,1,1,1
14.528392,3.4282722,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
6.8931623,0.95369893,8,9,11,11,10,10,10,10,10,9,8,7,7,5,5,0,0,0,0
11.530319,5.714507,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
13.314857,5.3268156,15,16,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
11.949415,-1.2789358,4,4,17,16,15,14,2,9,9,10,9,5,5,5,5,1,1,1,1
7.9135585,0.62098676,6,7,8,8,7,6,8,8,8,8,7,7,7,0,0,0,0,0,0
7.109852,-0.62370175,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
5.2821574,-0.11519337,0,0,0,0,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
12.299389,-1.4671866,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
7.099987,-0.5733417,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
9.596153,0.41657376,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
6.9646754,-0.54808134,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
6.4550567,2.116906,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.198581,0.017218182,8,9,11,11,10,10,10,10,10,9,8,7,7,0,2,0,2,2,0
14.242024,3.4111795,19,18,3,3,3,4,2,7,7,7,6,8,1,1,1,1,1,1,1
7.3050714,-0.6743996,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
7.9229536,-2.9329157,6,7,8,8,7,6,8,8,8,8,7,6,6,6,0,0,0,0,0
7.1318035,-0.21384075,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
7.0831037,0.99414957,8,9,11,11,10,10,10,10,10,9,8,7,7,0,2,2,2,2,0
7.302071,0.3232288,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
8.894914,5.0880494,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.505064,-2.136477,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.327683,-1.8199669,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.404352,-2.0953028,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
10.7611885,-1.0144491,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
7.0372033,-0.06978286,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
7.0747156,-0.016527344,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
13.243014,3.9840288,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
4.901277,7.2344875,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
3.9469683,5.963754,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
2.6831908,15.040965,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
2.6829598,15.040634,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
2.6831975,15.04073,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
2.6836412,15.041769,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
2.6825063,15.040295,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
10.832597,6.562419,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
8.6764765,3.9498286,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
13.849026,-0.84512925,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
7.0147495,-2.7565403,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
14.650882,-2.4747171,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
9.559511,1.1616198,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
5.638322,2.426868,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
13.388194,5.2570252,7,6,6,6,6,7,6,5,6,5,1,1,3,1,1,1,1,1,1
13.012614,-1.0762335,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
8.807448,-5.3857336,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
3.733165,7.7502284,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
11.015973,5.2885003,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,1
9.147903,-0.12057641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.329109,-0.22172008,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1
12.451255,-1.4257833,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
13.995279,-1.8017523,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.1071057,-2.2590275,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
10.4966345,1.1662805,14,14,15,14,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
6.5569015,2.0261972,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.030587,3.188276,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
10.682206,3.8929367,15,16,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
3.984343,6.324666,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,1
4.082007,6.3154497,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.757341,2.2926242,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.08557,3.5361974,10,10,12,12,12,11,11,11,11,0,0,0,0,0,2,0,0,0,0
4.0326686,6.6233516,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
10.717204,2.9128246,18,1,1,2,2,3,4,4,9,10,9,5,5,5,5,1,1,0,1
15.55137,-1.4339105,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.0226345,3.1391525,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
9.010131,0.4386301,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
14.222296,2.1972082,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
8.970545,4.765243,6,7,8,8,7,6,8,8,8,8,7,7,7,5,5,0,0,0,0
3.828486,6.2069144,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
6.9825144,-2.945715,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
8.060743,1.6373794,19,18,3,3,3,4,2,1,1,1,1,1,0,1,1,1,1,1,1
13.713698,-2.6427424,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.068699,5.158474,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
12.990423,3.4220462,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
14.429067,-2.391682,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
4.236889,4.14745,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
8.788455,6.3358865,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
5.020899,5.7086344,9,8,10,10,11,12,12,12,6,5,2,2,2,3,3,3,3,0,0
12.9245,3.446779,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
13.266352,5.3253436,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.291312,5.3400373,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.291279,5.3725967,15,16,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
13.304769,5.3582997,15,16,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
12.659931,6.8227844,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
9.993057,0.48996878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7526116,-1.0425389,9,8,10,10,11,12,12,12,5,6,5,6,6,6,3,3,3,0,0
13.9191,-2.3643408,10,10,12,12,12,11,11,11,11,9,8,7,7,0,4,4,0,0,0
9.339156,2.197706,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
9.360694,2.074044,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,0,0,0,0
13.364232,4.393498,13,13,13,13,13,13,2,1,1,1,1,1,1,1,1,1,1,1,1
13.312383,5.2926626,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
6.0203424,5.9153543,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,1,1
12.94638,5.9635525,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
6.0526714,5.8987947,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,1,1
12.103054,5.9377346,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
10.05022,3.1038623,18,0,0,0,9,8,7,11,11,0,6,8,0,0,0,0,0,0,0
14.509208,3.8413074,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
10.056655,3.108643,18,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
14.002416,4.0721602,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.397265,3.1662395,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
13.99284,2.8498933,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
6.856683,-3.1830838,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
6.827814,-3.32803,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
9.569404,-2.041176,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.400236,-1.6256568,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.548667,3.7265594,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
11.725341,3.756701,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
11.720641,3.8074255,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
11.762473,3.7790813,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
11.937284,3.7334864,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.628129,3.527299,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
6.977104,-0.3041852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.591146,2.8720958,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.014461,3.9834425,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.103168,3.592637,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.623095,2.644755,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
13.207351,3.2989545,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
7.218831,0.6680509,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,2,0
13.142185,3.342515,19,18,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.953811,-1.13729,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
12.203068,3.0712693,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.784593,1.9566005,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
8.359385,0.3418755,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
13.388129,1.9002262,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.806074,1.9226999,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
13.406206,1.9213291,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.776785,1.9675874,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
9.926717,-2.2889361,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.283817,-1.9818298,14,14,15,14,7,6,8,8,8,8,7,6,6,0,0,0,0,0,0
14.424087,-1.9914924,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.758558,4.161256,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.30809,3.5677829,11,11,9,9,9,8,7,7,7,7,6,8,1,1,0,0,0,1,1
12.325679,3.7640543,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.306951,3.811294,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
14.145757,3.9413188,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
11.845433,5.795768,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
14.548092,3.6851857,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.546265,3.976417,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.030677,2.684756,17,17,17,16,15,14,6,5,6,5,1,1,0,1,1,1,1,1,1
14.197025,3.6346161,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.091749,3.2303417,19,18,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.884755,3.2813025,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.984511,3.2549353,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
13.020173,3.2713964,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.406481,3.457423,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
14.461174,1.7587372,17,17,17,16,15,14,2,1,1,1,0,0,0,0,1,1,0,0,0
6.140314,2.679861,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.617342,3.5138662,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.991891,1.9417049,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
9.071608,7.774466,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,1
10.862196,0.71940917,0,0,0,0,5,5,5,6,5,6,5,6,6,6,1,1,1,1,1
9.533685,-0.7607292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.815954,4.8028574,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
13.2166,-1.4391309,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.728971,3.859585,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
7.4021316,2.3993423,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
13.703498,3.682033,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.261978,2.753461,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
8.5042305,-2.1235502,6,7,8,8,7,6,8,8,8,8,7,0,0,5,5,0,0,0,0
13.957859,-0.78217435,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
7.8057723,1.1896766,8,9,11,11,10,2,3,3,4,4,3,3,3,2,2,2,2,2,0
14.337835,2.319656,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,1,1,1,1
8.639014,0.65298533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.712683,3.3485603,16,15,16,15,14,2,10,10,10,9,8,7,7,0,2,2,2,2,0
4.910869,-3.948132,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,2,0
13.936156,4.8605413,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
8.82821,5.0690784,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.822253,3.1246045,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
